lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59
11051	The Entries contain data used for further computer processing																		As entradas contêm dados usados para processamento posterior do computador	As entradas contêm dados usados para processamento posterior do computador	As entradas contêm dados usados para processamento posterior do computador								Intrările conțin date utilizate pentru prelucrarea ulterioară pe computer					Записи містять дані, що використовуються для подальшої комп\'ютерної обробки			مطالب ورودی حاوی داده هایی است که برای پردازش بیشتر رایانه استفاده می شود																						dummy
11052	The entries highlighted in yellow can be ordered as a test or procedure those highlighted in pink can be ordered as a Custom Group																		As entradas destacadas em amarelo podem ser solicitadas como um teste ou procedimento, aquelas destacadas em rosa podem ser solicitadas como um grupo personalizado	As entradas destacadas em amarelo podem ser solicitadas como um teste ou procedimento, aquelas destacadas em rosa podem ser solicitadas como um grupo personalizado	As entradas destacadas em amarelo podem ser solicitadas como um teste ou procedimento, aquelas destacadas em rosa podem ser solicitadas como um grupo personalizado								Intrările evidențiate cu galben pot fi comandate ca test sau procedură cele evidențiate cu roz pot fi comandate ca grup personalizat					Записи, виділені жовтим кольором, можна замовити як тест або процедуру, а записи, виділені рожевим кольором, можна замовити як призначену для користувача групу			ورودی هایی که با رنگ زرد برجسته شده اند را می توان به عنوان یک آزمون یا رویه ای که با رنگ صورتی مشخص شده اند ، می توان به عنوان یک گروه سفارشی سفارش داد																						dummy
11053	The EP, eligible hospital or CAH who receives a patient from another setting of care or provider of care or believes an encounter is relevant should perform medication reconciliation.					Het EP, voorkeurs Hospitaal, of CAH die patienten krijgt van een andere setting of verzorgings instelling of behandelaar of die vindt dat een doktersbezoek belangrijk genoeg is, behoort een reconciliatie van medicatie toe te passen.	ה-EP, בית החולים הזכאי או ה-CAH המקבל מטופל מסביבת טיפול אחרת או מספק שירותי בריאות אחר או אשר לדעתו מפגש מסוים רלוונטי, אמור לבצע יישוב תרופות.				专业资格的医院或肝炎谁收到客户从另一个设置的照顾或提供服务或认为遇到有关执行药物和解。	EP，合資格的醫院或CAH從其他照顧機構或護理服務提供者接受病人，或者認為遭遇是應執行有關藥物核對。	Обращение в EP, правомочную больницу или CAH, которые получают пациента из других стандартов лечения или от специалистов, соответствует, должно выполнять преемственность лечения.			EP, rumah sakit yang memenuhi syarat atau CAH yang menerima pasien dari pengaturan lain atau provider perawatan atau percaya encounter(pertemuan) adalah relevan harus melakukan rekonsiliasi pengobatan.	Ο επιλέξιμος Πάροχος, το επιλέξιμο νοσοκομείο ή το νοσοκομείο επείγουσας πρόσβασης που λαμβάνει έναν ασθενή από κάποια άλλη μονάδα περίθαλψης ή πάροχο περίθαλψης ή πιστεύει ότι μια επίσκεψη είναι σχετική θα πρέπει να συμβιβαστεί με τη φαρμακευτική αγωγή.		O EP, hospital elegível ou CAH que recebe um paciente de outro ambiente de cuidados ou prestador de cuidados ou acredita que um encontro é relevante deve realizar reconciliação de medicamentos	O EP, hospital elegível ou CAH que recebe um paciente de outro ambiente de cuidados ou prestador de cuidados ou acredita que um encontro é relevante deve realizar reconciliação de medicamentos	O EP, hospital elegível ou CAH que recebe um paciente de outro ambiente de cuidados ou prestador de cuidados ou acredita que um encontro é relevante deve realizar reconciliação de medicamentos	المستشفى المعتمد او مركز العناية الذي يقوم بإستلام المريض من هيئة اخري عليه القيام بالتالي					Il PE, ospedale ammissibile o CAH che riceve un paziente da un altro contesto di cura o il fornitore di cure o crede che un incontro è rilevante dovrebbe eseguire la riconciliazione farmaci.	ईपी, पात्र अस्पताल या CAH, जो मरीज को प्राप्त करता है, एक सेवा सेटिंग से या सेवा प्रदाता से या मुठभेड़ प्रासंगिक है, ऐसा मानता ​​है, उसने Medical Reconciliation करना चाहिए.	PE, spitalul eligibil sau CAH care primește un pacient dintr-un alt cadru de îngrijire sau furnizor de îngrijire sau consideră că o întâlnire este relevantă ar trebui să efectueze reconcilierea medicamentelor.	Bảo vệ môi trường, bệnh viện đủ điều kiện hoặc CAH tiếp nhận một bệnh nhân từ một thiết lập khác chăm sóc hoặc nhà cung cấp chăm sóc hoặc tin rằng một cuộc gặp gỡ là có liên quan cần thực hiện hòa giải thuốc.				EP, відповідна лікарня або CAH, який приймає пацієнта з іншої установи або постачальника медичної допомоги або вважає, що зустріч має відношення до справи, повинні виконати звірку ліків.			EP ، بیمارستان یا CAH واجد شرایط که بیمار را از یک محیط مراقبت دیگر یا ارائه دهنده مراقبت دریافت می کند یا معتقد است که یک برخورد مرتبط است ، باید مصالحه دارو را انجام دهد.										काळजी काळजी किंवा प्रदाता दुसर्या सेटिंग एक रुग्ण प्राप्त किंवा चकमकीत औषध समेट सुरू संबंधित आहे विश्वास ठेवतो मालिका, पात्र हॉस्पिटल किंवा CAH.			ईपी, पात्र अस्पताल या CAH, जो मरीज को प्राप्त करता है, एक सेवा सेटिंग से या सेवा प्रदाता से या मुठभेड़ प्रासंगिक है, ऐसा मानता ​​है, उसने Medical Reconciliation करना चाहिए.									dummy
11054	The EP, eligible hospital or CAH who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary of care record for each transition of care or referral (Measure A).						ה-EP, בית החולים הזכאי או ה-CAH המעביר את המטופל שלו לסביבת טיפול או לספק שירותי בריאות אחר, או מפנה את המטופל שלו לספק שירותי בריאות אחר אמור לספק תיק סיכום של הטיפול עבור כל העברה של טיפול או הפניה (מדידה~אמצעי A).												O EP, hospital elegível ou CAH que faz a transição de seu paciente para outro ambiente de cuidado ou prestador de cuidado ou encaminha seu paciente para outro prestador de cuidado deve fornecer um resumo do registro de cuidado para cada transição de cuidado ou encaminhamento (Medida A)	O EP, hospital elegível ou CAH que faz a transição de seu paciente para outro ambiente de cuidado ou prestador de cuidado ou encaminha seu paciente para outro prestador de cuidado deve fornecer um resumo do registro de cuidado para cada transição de cuidado ou encaminhamento (Medida A)	O EP, hospital elegível ou CAH que faz a transição de seu paciente para outro ambiente de cuidado ou prestador de cuidado ou encaminha seu paciente para outro prestador de cuidado deve fornecer um resumo do registro de cuidado para cada transição de cuidado ou encaminhamento (Medida A)								EP, spitalul eligibil sau CAH care își transferă pacientul într-un alt cadru de îngrijire sau furnizor de îngrijire sau își trimite pacientul către un alt furnizor de îngrijire trebuie să furnizeze un rezumat al fișei de îngrijire pentru fiecare tranziție de îngrijire sau trimitere (Măsura A).					EP, відповідна лікарня або CAH, які переводять свого пацієнта в іншу установу по догляду або постачальника послуг по догляду або направляють свого пацієнта до іншого постачальника послуг по догляду, повинні надати зведений запис про догляд для кожного переходу по догляду або направлення (міра а).			EP ، بیمارستان یا CAH واجد شرایط که بیمار خود را به یک مکان دیگر از مراقبت یا ارائه دهنده مراقبت منتقل می کند یا بیمار خود را به یک ارائه دهنده دیگر مراقبت ارجاع می دهد ، باید خلاصه سوابق مراقبت را برای هر انتقال مراقبت یا ارجاع ارائه دهد (اندازه A).																						dummy
11055	The EP, eligible hospital or CAH who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary of care record for each transition of care or referral (Measure B).						ה-EP, בית החולים הזכאי או ה-CAH המעביר את המטופל שלו לסביבת טיפול או לספק שירותי בריאות אחר, או מפנה את המטופל שלו לספק שירותי בריאות אחר אמור לספק תיק סיכום של הטיפול עבור כל העברה של טיפול או הפניה (מדידה~אמצעי B).												O EP, hospital elegível ou CAH que faz a transição de seu paciente para outro ambiente de cuidado ou prestador de cuidado ou encaminha seu paciente para outro prestador de cuidado deve fornecer um resumo do registro de cuidado para cada transição de cuidado ou encaminhamento (Medida B)	O EP, hospital elegível ou CAH que faz a transição de seu paciente para outro ambiente de cuidado ou prestador de cuidado ou encaminha seu paciente para outro prestador de cuidado deve fornecer um resumo do registro de cuidado para cada transição de cuidado ou encaminhamento (Medida B)	O EP, hospital elegível ou CAH que faz a transição de seu paciente para outro ambiente de cuidado ou prestador de cuidado ou encaminha seu paciente para outro prestador de cuidado deve fornecer um resumo do registro de cuidado para cada transição de cuidado ou encaminhamento (Medida B)								EP, spitalul eligibil sau CAH care își transferă pacientul într-un alt cadru de îngrijire sau furnizor de îngrijire sau își trimite pacientul către un alt furnizor de îngrijire trebuie să furnizeze un rezumat al fișei de îngrijire pentru fiecare tranziție de îngrijire sau trimitere (Măsura B).					EP, відповідна лікарня або CAH, які переводять свого пацієнта в іншу установу по догляду або постачальника послуг по догляду або направляють свого пацієнта до іншого постачальника послуг по догляду, повинні надати зведений запис про догляд для кожного переходу по догляду або направлення (міра B).			EP ، بیمارستان یا CAH واجد شرایط که بیمار خود را به یک مکان دیگر از مراقبت یا ارائه دهنده مراقبت منتقل می کند یا بیمار خود را به یک ارائه دهنده دیگر مراقبت ارجاع می دهد ، باید خلاصه سوابق مراقبت را برای هر انتقال مراقبت یا ارجاع ارائه دهد (اندازه ب).																						dummy
11056	The EP, eligible hospital or CAH who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary of care record for each transition of care or referral.					Het EP, voorkeurs Hospitaal, of CAH die een patient overplaatst naar een andere verzorgings locatie of behandelaar of die een patient verwijst naar een behandelaar moet een samenvatting aanmaken voor iedere transitie in de zorg of verwijzing.	ה-EP, בית החולים הזכאי או ה-CAH המעביר את המטופל שלו לסביבת טיפול או לספק שירותי בריאות אחר, או מפנה את המטופל שלו לספק שירותי בריאות אחר אמור לספק תיק סיכום של הטיפול עבור כל העברה של טיפול או הפניה.				专业资格的医院或肝炎谁过渡到另一个的客户设置的照顾或提供服务或是指他们的客户到另一个服务人员的照顾应提供简要记录每一个过渡照顾或转介。	EP，合資格的醫院或CAH轉送他們的病人到其他照顧機構或護理服務提供者或轉送他們的病人到其他照顧機構，應該提供每個過渡期照顧或轉介的照顧紀錄的摘要。	Полномочные профессионалы, больницы или центры здороья, которые переводят своих пациентов для медицинской помощи с другим управлением или специалистами, или направляют своих пациентов к другому медицинскому специалисту, должны предоставить медицинскую выписку для каждого перевода или направления.			EP, rumah sakit yang memenuhi syarat atau CAH yang mentransisi pasien mereka ke pengaturan lain dari perawatan atau provider perawatan atau merujuk pasien mereka ke provider perawatan lainnya harus menyediakan rangkuman dari record(catatan) perawatan untuk setiap transisi perawatan atau rujukan.	Ο επιλέξιμος Πάροχος, το επιλέξιμο νοσοκομείο ή το νοσοκομείο επείγουσας πρόσβασης που μεταβιβάζει έναν ασθενή του σε κάποια άλλη μονάδα περίθαλψης ή πάροχο περίθαλψης ή παραπέμπει έναν ασθενή του σε άλλο πάροχο περίθαλψης θα πρέπει να παρέχει περίληψη των αναφορών περίθαλψης για κάθε μετάβαση ή παραπομπή.		O EP, hospital elegível ou CAH que faz a transição de seu paciente para outro ambiente de cuidado ou prestador de cuidado ou encaminha seu paciente para outro prestador de cuidado deve fornecer um resumo do registro de cuidado para cada transição de cuidado ou encaminhamento	O EP, hospital elegível ou CAH que faz a transição de seu paciente para outro ambiente de cuidado ou prestador de cuidado ou encaminha seu paciente para outro prestador de cuidado deve fornecer um resumo do registro de cuidado para cada transição de cuidado ou encaminhamento	O EP, hospital elegível ou CAH que faz a transição de seu paciente para outro ambiente de cuidado ou prestador de cuidado ou encaminha seu paciente para outro prestador de cuidado deve fornecer um resumo do registro de cuidado para cada transição de cuidado ou encaminhamento	المستشفى المعتمد او مركز العناية الذي يقوم بتحويل المريض من هيئة اخري عليه القيام بتزويد تقرير للحالة و العناية المقدّمة					Il PE, ospedale o CAH chi transizioni il loro paziente ad un altro contesto di cura o il fornitore di cure o riferisce il loro paziente ad un altro fornitore di cure ammissibile dovrebbero fornire sintesi dei record di cura per ogni transizione di cura e rinvio.	ईपी, पात्र अस्पताल या CAH जो अपने रोगी को किसी अन्य सेवा केन्द्र या सेवा प्रदाता के पास स्थानांतरण करता है, या अपने रोगी को किसी अन्य सेवा केन्द्र या सेवा प्रदाता के पास संदर्भित करता है, उनको प्रत्येक स्थानांतरण या संदर्भ के लिए देखभाल रिकॉर्ड का सारांश प्रदान करना चाहिए.	EP, spitalul eligibil sau CAH care își transferă pacientul într-un alt cadru de îngrijire sau furnizor de îngrijire sau îl trimite pacientului către un alt furnizor de îngrijire trebuie să furnizeze un rezumat al fișei de îngrijire pentru fiecare tranziție de îngrijire sau trimitere.	Bảo vệ môi trường, bệnh viện đủ điều kiện hoặc CAH chuyển tiếp bệnh nhân của họ đến một thiết lập khác chăm sóc hoặc nhà cung cấp chăm sóc hoặc đề cập bệnh nhân của họ đến một nhà cung cấp dịch vụ chăm sóc nên cung cấp bản tóm tắt hồ sơ chăm sóc cho mỗi sự chuyển tiếp chăm sóc hoặc giới thiệu.				EP, відповідна лікарня або CAH, які переводять свого пацієнта в іншу установу по догляду або постачальника послуг по догляду або направляють свого пацієнта до іншого постачальника послуг по догляду, повинні надати зведений запис про догляд для кожного переходу по догляду або направлення.			EP ، بیمارستان واجد شرایط CAH یا بیمارانی که بیمار خود را به وضعیت دیگری از مراقبت یا ارائه دهنده مراقبت منتقل می کنند یا بیمار خود را به ارائه دهنده دیگر مراقبت ارجاع می دهند ، باید خلاصه سوابق مراقبت را برای هر انتقال مراقبت یا ارجاع ارائه دهند.										काळजी काळजी किंवा प्रदाता दुसर्या सेटिंग त्यांच्या रुग्ण संक्रमणे किंवा काळजी किंवा संदर्भ प्रत्येक संक्रमण काळजी रेकॉर्ड सारांश देणे आवश्यक आहे काळजी दुसर्या प्रदाता त्यांच्या रुग्णाला जर संदर्भ कोण मालिका, पात्र हॉस्पिटल किंवा CAH.			ईपी, पात्र अस्पताल या CAH जो अपने रोगी को किसी अन्य सेवा केन्द्र या सेवा प्रदाता के पास स्थानांतरण करता है, या अपने रोगी को किसी अन्य सेवा केन्द्र या सेवा प्रदाता के पास संदर्भित करता है, उनको प्रत्येक स्थानांतरण या संदर्भ के लिए देखभाल रिकॉर्ड का सारांश प्रदान करना चाहिए.									dummy
11057	The event(s) have been approved.	Händelsen har godkänts.	El evento(s) han sido aprobadas.	El evento(s) han sido aprobadas.		Gebeurtenis(sen) is/zijn goedgekeurd	האירועים אושרו.	Le(s) évenement(s) a/ont été autorisé.			事件（县）已被批准。	事件（S）已獲得批准。	Это событие(я) было принято.	Իրադարձություն(ներ)ը հաստատված է(են)		Event telah disetujui.	Τα συμβάντα έχουν εγκριθεί.		O evento(s) foi aprovado.	O evento (s) foram aprovados.	O evento(s) foi aprovado.	لقد تمت إجازة الحدث	Begivenheden er godkendt	Olay(lar) onaylandı.			Gli eventi sono stati approvati.	घटना को मंजूरी दे दी गई है.	Evenimentul(ele) au fost aprobat(e).	Các sự kiện (s) đã được phê duyệt.				Захід (и) було схвалено.			این رویداد تأیید شده است.										कार्यक्रम (चे) मंजूर झालेली आहेत.			घटना को मंजूरी दे दी गई है.									dummy
11058	The event(s) have been hidden.	Händelsen har gömts undan	Se han ocultado el evento(s).	Se han ocultado el evento(s).		Gebeurtenis(sen) is/zijn verborgen	האירועים הוסתרו.	Le(s) évenement(s) a/ont été caché.			事件（县）已被隐藏。	事件（S）已被隱藏。	Событие(я) скрыты.	Իրադարձություն(ներ)ը թաքցված է(են)		Event telah tersembunyi.	Τα συμβάντα έχουν κρυφτεί.		O evento(s) foi escondido.	O evento (s) foram escondidos.	O evento(s) foi escondido.	لقد تم إخفاء الحدث	Begivenheden er skjult	Olay(lar) gizlendi.			Gli eventi sono stati nascosti.	घटना छिपे हुए हैं.	Evenimentul(ele) au fost ascunse.	Các sự kiện (s) đã được ẩn.				Подія (події) були приховані.			این رویداد پنهان شده است										कार्यक्रम (चे) लपवली गेली आहे.			घटना छिपे हुए हैं.									dummy
11059	The exported data appears in the text area below.  You can copy and paste this into an email or to any other desired destination.		Los datos exportados aparecen en el área de texto a continuación. Puede copiarla y pegarla en un email o cualquier otro destino.	Los datos exportados aparece en el área de texto a continuación. Puede copiarla y pegarla en un mensaje de correo electrónico o cualquier otro destino.		De geexporteerde data verschijnt in het tekstveld hieronder. U kunt het kopieren en plakken in een e-mail of iets anders.	הנתונים המיוצאים מופיעים באזור הטקסט למטה.  תוכל להעתיק ולהדביק זאת להודעת דואר אלקטרוני או לכל יעד רצוי אחר.				出口数据显示在文本区。你可以复制并粘贴到电子邮件或任何其他所需的目的地。	導出的數據將出現在下面的文本區域。您可以複製並粘貼到電子郵件或任何其他所需的目的地。	Данные экспорта предоставлены в текстовой области ниже. Можете скопировать и вставить их в email или любое другое необходимое место назначения.	Ներմուծված տվյալը հայտնվում է ներքոհիշյալ տեքստային տարածքում։ Կարող եք կրկնօրինակել այն տեղադրել էլ․փոստում կամ այլ նշանակված վայրում։		Data yang diekspor muncul di area teks dibawah ini. Anda dapat salin dan sisipkan ini ke email atau tujuan lain yang diinginkan.	Τα δεδομένα που εξάγονται εμφανίζονται στην περιοχή κείμενου που ακολουθεί. Μπορείτε να αντιγράψετε και να επικολλήσετε αυτά σε ένα email ή σε οποιοδήποτε άλλο επιθυμητό προορισμό.		O dados exportado se aparece na área de texto abaixo. Você pode copiar e pode colar isto em um e-mail ou para qualquer outro destino desejado.	Os dados exportados aparece na área de texto abaixo. Você pode copiar e colar as informações em um e-mail ou para qualquer outro destino desejado.	O dados exportado se aparece na área de texto abaixo. Você pode copiar e pode colar isto em um e-mail ou para qualquer outro destino desejado.	البيانات المصدرة ظاهرة فى منطقة النص أدناة. يمكنك نسخها الي ايميل او أي مكان أخر اذا أحببت		Dışarı aktarılan veriler aşağıdaki metin penceresinde görüntülenmektedir. Bunu kopyalayıp epostaya veya arzu ettiğiniz her hangi bir hedefe yapıştırabilirsiniz.			I dati esportati appaiono nella seguente area di testo. puoi copiarli e incollarli in un email o altra destinazione desiderata.	निर्यात डेटा नीचे पाठ क्षेत्र में दिखाई देता है. आप एक ईमेल में या किसी भी अन्य इच्छित गंतव्य में यह कॉपी और पेस्ट कर सकते हैं.	Datele exportate apar în zona de text de mai jos. Puteți copia și lipi acest lucru într-un e-mail sau în orice altă destinație dorită.	Các dữ liệu xuất khẩu xuất hiện trong vùng văn bản dưới đây. Bạn có thể sao chép và dán nó vào một thư điện tử hoặc bất kỳ điểm đến mong muốn khác.				Експортовані дані відображаються в текстовій області нижче. Ви можете скопіювати та вставити це в електронну пошту або в будь-яке інше бажане місце призначення.			داده های صادر شده در قسمت متن زیر ظاهر می شود.می توانید این را در ایمیل یا در هر مقصد دلخواه دیگری کپی و پیست کنید.										निर्यात डेटा खालील मजकूर क्षेत्रात दिसून येत आहे. आपण कॉपी आणि एक ई-मेल किंवा इतर कोणत्याही इच्छित गंतव्य पेस्ट करू शकता.			निर्यात डेटा नीचे पाठ क्षेत्र में दिखाई देता है. आप एक ईमेल में या किसी भी अन्य इच्छित गंतव्य में यह कॉपी और पेस्ट कर सकते हैं.									dummy
11060	The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination (or) download the below link.					De geexporteerde data verschijnt in het tekstgedeelte onderaan. U kunt dit kopieren en plakken in een emial of elke ander gewenste bestemming (of) download de link hieronder.	הנתונים המיוצאים מופיעים באזור הטקסט למטה. תוכל להעתיק ולהדביק זאת להודעת דואר אלקטרוני או לכל יעד רצוי אחר או להוריד את הקישור למטה.										Τα δεδομένα που εξάγονται εμφανίζονται στην περιοχή κείμενου που ακολουθεί. Μπορείτε να αντιγράψετε και να επικολλήσετε αυτά σε ένα email ή σε οποιονδήποτε άλλο επιθυμητό προορισμό (ή) να τα κατεβάσετε από τον παρακάτω σύνδεσμο.		Os dados exportados aparecem na área de texto abaixo. Você pode copiar e colar isso em um e-mail ou em qualquer outro destino desejado (ou) baixar o link abaixo	Os dados exportados aparecem na área de texto abaixo. Você pode copiar e colar isso em um e-mail ou em qualquer outro destino desejado (ou) baixar o link abaixo	Os dados exportados aparecem na área de texto abaixo. Você pode copiar e colar isso em um e-mail ou em qualquer outro destino desejado (ou) baixar o link abaixo								Datele exportate apar în zona de text de mai jos. Puteți copia și lipi acest lucru într-un e-mail sau în orice altă destinație dorită (sau) descărcați linkul de mai jos.					Експортовані дані відображаються в текстовій області нижче. Ви можете скопіювати і вставити це в електронний лист або в будь-яке інше бажане місце призначення (або) завантажити за посиланням нижче.			داده های صادر شده در قسمت متن زیر ظاهر می شود.می توانید این را در ایمیل کپی کرده و در مقصد مورد نظر خود قرار دهید (یا) لینک زیر را بارگیری کنید.																						dummy
11061	The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination.		Los datos exportados aparecen en el área de texto a continuación. Puede copiarla y pegarla en un email o cualquier otro destino.	Los datos exportados aparece en el área de texto a continuación. Puede copiarla y pegarla en un mensaje de correo electrónico o cualquier otro destino.		De geexporteerde data verschijnt in het tekstveld hieronder. U kunt het kopieren en plakken in een e-mail of iets anders.	הנתונים המיוצאים מופיעים באזור הטקסט למטה. תוכל להעתיק ולהדביק זאת להודעת דואר אלקטרוני או לכל יעד רצוי אחר.				出口数据显示在文本区。你可以复制并粘贴到电子邮件或任何其他所需的目的地。	導出的數據將出現在下面的文本區域。您可以複製並粘貼到電子郵件或任何其他所需的目的地。	Данные экспорта предоставлены в текстовой области ниже. Можете скопировать и вставить в email или любое другое необходимое место назначения.	Ներմուծված տվյալը հայտնվում է ներքոհիշյալ տեքստային տարածքում։ Կարող եք կրկնօրինակել այն տեղադրել էլ․փոստում կամ այլ նշանակված վայրում։		Data yang diekspor muncul di area teks dibawah ini. Anda dapat salin dan sisipkan ini ke email atau tujuan lain yang diinginkan.	Τα δεδομένα που εξάγονται εμφανίζονται στην περιοχή κείμενου που ακολουθεί. Μπορείτε να αντιγράψετε και να επικολλήσετε αυτά σε ένα email ή σε οποιονδήποτε άλλο επιθυμητό προορισμό.		O dados exportado se aparece na área de texto abaixo. Você pode copiar e pode colar isto em um e-mail ou para qualquer outro destino desejado.	Os dados exportados aparece na área de texto abaixo. Você pode copiar e colar as informações em um e-mail ou para qualquer outro destino desejado.	O dados exportado se aparece na área de texto abaixo. Você pode copiar e pode colar isto em um e-mail ou para qualquer outro destino desejado.	البيانات المصدرة ظاهرة فى منطقة النص أدناة. يمكنك نسخها الي ايميل او أي مكان أخر اذا أحببت		Dışarı aktarılan veriler aşağıdaki metin penceresinde görüntülenmektedir. Bunu kopyalayıp epostaya veya arzu ettiğiniz her hangi bir hedefe yapıştırabilirsiniz.			I dati esportati appaiono nella seguente area di testo. puoi copiarli e incollarli in un email o altra destinazione desiderata.	निर्यात डेटा नीचे पाठ क्षेत्र में दिखाई देता है. आप एक ईमेल में या किसी भी अन्य इच्छित गंतव्य में यह कॉपी और पेस्ट कर सकते हैं.	Datele exportate apar în zona de text de mai jos. Puteți copia și lipi acest lucru într-un e-mail sau în orice altă destinație dorită.	Các dữ liệu xuất khẩu xuất hiện trong vùng văn bản dưới đây. Bạn có thể sao chép và dán nó vào một thư điện tử hoặc bất kỳ điểm đến mong muốn khác.				Експортовані дані відображаються в текстовій області нижче. Ви можете скопіювати та вставити це в електронну пошту або в будь-яке інше бажане місце призначення.			داده های صادر شده در قسمت متن زیر ظاهر می شود.می توانید این را در ایمیل یا در هر مقصد دلخواه دیگری کپی و پیست کنید.										निर्यात डेटा खालील मजकूर क्षेत्रात दिसून येत आहे. आपण कॉपी आणि एक ई-मेल किंवा इतर कोणत्याही इच्छित गंतव्य पेस्ट करू शकता.			निर्यात डेटा नीचे पाठ क्षेत्र में दिखाई देता है. आप एक ईमेल में या किसी भी अन्य इच्छित गंतव्य में यह कॉपी और पेस्ट कर सकते हैं.									dummy
11062	The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination.{{MARK FOR DELETION DURING NEXT TRANSLATION BUILD}}		Los datos exportados aparecen en el área de texto de abajo. Puede copiar y pegar en el mail o cualquier otro destino deseado.	Los datos exportados aparecen en el área de texto de abajo. Puede copiar y pegar en el mail o cualquier otro destino deseado.		De verstuurde data staat hierna in tekst format. Dit kan met Copy Paste in een e-mail of overal elders geplaatst worden.	הנתונים המיוצאים מופיעים באזור הטקסט למטה. תוכל להעתיק ולהדביק זאת להודעת דואר אלקטרוני או לכל יעד רצוי אחר.{{MARK FOR DELETION DURING NEXT TRANSLATION BUILD}}				出口数据显示在文本区。你可以复制并粘贴到电子邮件或任何其他所需的目的地。	導出的數據將出現在下面的文本區域。您可以複製並粘貼到電子郵件或任何其他所需的目的地。	Данные экспорта предоставлены в текстовой области ниже. Можете скопировать и вставить их в email или любое другое необходимое место назначения.	Ներմուծված տվյալը հայտնվում է ներքոհիշյալ տեքստային տարածքում։ Կարող եք կրկնօրինակել այն տեղադրել էլ․փոստում կամ այլ նշանակված վայրում։ {{ՀԱՋՈՐԴ ԹԱՐԳՄԱՆՈՒԹՅԱՆ ԻՐԱԳՈՐԾՄԱՆ ԺԱՄԱՆԱԿ ՆՇԵՔ ԱՅՆ ՋՆՋՄԱՆ ՆՊԱՏԱԿՈՎ}}		Data yang diekspor muncul di area teks dibawah ini. Anda dapat salin dan sisipkan ini ke email atau tujuan lain yang diinginkan.	Τα εξαγόμενα δεδομένα εμφανίζονται στην περιοχή του κειμένου που ακολουθεί. Μπορείτε να αντιγράψετε και να επικολλήσετε αυτά σε ένα μήνυμα ηλεκτρονικού ταχυδρομείου ή σε οποιαδήποτε άλλο επιθυμητό προορισμό.		Os dados exportados aparecem na área de texto abaixo. Você pode copiar e colar isto em um e-mail ou em qualquer outro destino desejado. {{MARQUE PARA DELEÇÃO DURANTE A PRÓXIMA CONSTRUÇÃO DA TRADUÇÃO}}	Os dados exportados aparecem na área de texto abaixo. Você pode copiar e colar isto em um e-mail ou em qualquer outro destino desejado. {{MARQUE PARA DELEÇÃO DURANTE A PRÓXIMA CONSTRUÇÃO DA TRADUÇÃO}}	Os dados exportados aparecem na área de texto abaixo. Você pode copiar e colar isto em um e-mail ou em qualquer outro destino desejado. {{MARQUE PARA DELEÇÃO DURANTE A PRÓXIMA CONSTRUÇÃO DA TRADUÇÃO}}	البيانات المصدرة ظاهرة فى منطقة النص أدناة. يمكنك نسخها الي ايميل او أي مكان أخر اذا أحببت		Dışarı aktarılan veriler aşağıdaki metin penceresinde görüntülenmektedir. Bunu kopyalayıp epostaya veya arzu ettiğiniz her hangi bir hedefe yapıştırabilirsiniz.			I dati esportati appaiono nella seguente area di testo. puoi copiarli e incollarli in un email o altra destinazione desiderata.	निर्यात डेटा नीचे पाठ क्षेत्र में दिखाई देता है. आप एक ईमेल में या किसी भी अन्य इच्छित गंतव्य में यह कॉपी और पेस्ट कर सकते हैं.	Datele exportate apar în zona de text de mai jos. Puteți copia și inserați acest lucru într-un e-mail sau în orice altă destinație dorită.{{MARK FOR DELETION DURING NEXT TRANSLATION BUILD}}	Các dữ liệu xuất khẩu xuất hiện trong vùng văn bản dưới đây. Bạn có thể sao chép và dán nó vào một thư điện tử hoặc bất kỳ điểm đến mong muốn khác.				Експортовані дані відображаються в текстовій області нижче. Ви можете скопіювати та вставити це в електронну пошту або в будь-яке інше бажане місце призначення.{{ПОЗНАЧКА ДЛЯ ВИДАЛЕННЯ ПІД ЧАС НАСТУПНОЇ ЗБІРКИ ПЕРЕКЛАДУ}}			داده های صادر شده در قسمت متن زیر ظاهر می شود.می توانید این را در یک ایمیل یا مقصد دلخواه دیگری کپی و پیست کنید. {{MARK FOR DELETION DURING NEXT TRANSLATION BUILD}}										निर्यात डेटा खालील मजकूर क्षेत्रात दिसून येत आहे. आपण कॉपी आणि एक ई-मेल किंवा इतर कोणत्याही इच्छित गंतव्य पेस्ट करू शकता. {{पुढील भाषांतर तयार दरम्यान हटवणे मार्क}}			निर्यात डेटा नीचे पाठ क्षेत्र में दिखाई देता है. आप एक ईमेल में या किसी भी अन्य इच्छित गंतव्य में यह कॉपी और पेस्ट कर सकते हैं.									dummy
